CVE_DOC,CVE_PEDI,CVE_CLPV,FECHA_DOC,FECHA_CANCELA,CAN_TOT,CANCELADO
NC00721,ANT F39219,5926,2022-10-24,,2586.2068000000004,No
NC00722,PP03786,5926,2022-11-01,,2586.2068000000004,No
NC00723,PP03810,8768,2022-11-03,,1515.5172000000002,No
NC00724,PP03659,5926,2022-11-03,,350.00000000000006,No
NC00725,PP03809,5863,2022-11-07,,4310.3448,No
NC00726,PP03738,5926,2022-11-08,,344.82750000000004,No
NC00727,PP03808,5935,2022-11-08,,1293.1034,No
NC00728,PP03805,3718,2022-11-11,,1293.1034000000002,No
NC00729,PP03687,6741,2022-11-16,,1551.7240000000002,No
NC00730,PP03692,8054,2022-11-16,,2949.0,No
NC00731,PP03813,5923,2022-11-24,,350.0,No
NC00732,PP03828,5902,2022-11-25,,1009.65,No
NC00733,PP03868,8013,2022-12-05,,1293.1034000000002,No
NC00734,ANT REM2924,5926,2022-12-06,,970.0000000000001,No
NC00735,ANT PP03868,8013,2022-12-06,,1293.1034000000002,No
NC00736,PV01168 PP03879,2029,2022-12-07,,41731.58,No
NC00737,PV01170,8807,2022-12-07,,3795.0,No
NC00738,ANT PP03878,8806,2022-12-08,,3584.2241000000004,No
NC00739,S/P,8340,2022-12-13,,8822.0,No
NC00740,ANT,5926,2022-12-13,,1435.2,No
NC00741,ANT F39843,5926,2023-01-05,,5286.660000000001,No
NC00742,PP03734 PV0126,8701,2023-01-05,,6823.0689,No
NC00743,ANT F39219,5926,2023-01-05,2023-01-18,2586.21,Si
NC00744,PP03731,8341,2023-01-06,,10117.6,No
NC00745,PP03931,5942,2023-01-06,,5523.344800000001,No
NC00746,ANT PP03845,5926,2023-01-11,,5175.0,No
NC00747,ANT,5926,2023-01-17,2023-01-17,969.9300000000001,Si
NC00748,ANT REM2774,5926,2023-01-17,,969.93,No
NC00749,F39719 PP03870,8459,2023-01-18,,17486.4,No
NC00750,PP03918,5120,2023-01-20,,6888.000000000001,No
NC00751,S/P,8815,2023-01-20,,903.2586000000001,No
NC00752,F39706,5926,2023-01-24,2023-01-24,970.0000000000001,Si
NC00753,F39539,5926,2023-01-24,,439.66,No
NC00754,PV01177,3930,2023-01-24,2023-01-24,3045.5000000000005,Si
NC00755,PP03877,5445,2023-01-24,,3045.5,No
NC00756,PP03866,8805,2023-01-24,,11294.5,No
NC00757,PP03949,8224,2023-01-31,,862.0689000000001,No
NC00758,PP03927,6839,2023-01-31,,2595.4137,No
NC00759,PP03948,5923,2023-02-07,,350.00000000000006,No
NC00760,PP03959 REVISION,5926,2023-02-07,,350.00000000000006,No
NC00761,PP04087,8842,2023-03-06,,3272.0000000000005,No
